kode_wilayah,kabupaten_kota,tahun,persentase_penduduk_miskin,prediksi_dummy,prediksi_mlr,prediksi_random_forest,residual_mlr,residual_random_forest,absolute_error_mlr,absolute_error_random_forest
3318,Kabupaten Pati,2025,8.24,10.702685714285716,9.871863059800356,8.424800000000001,-1.6318630598003558,-0.18480000000000096,1.6318630598003558,0.18480000000000096
3319,Kabupaten Kudus,2025,6.59,10.702685714285716,8.3288792448296,8.638966666666652,-1.7388792448296009,-2.0489666666666526,1.7388792448296009,2.0489666666666526
3320,Kabupaten Jepara,2025,5.79,10.702685714285716,9.969824974343993,7.360133333333328,-4.179824974343993,-1.5701333333333283,4.179824974343993,1.5701333333333283
3321,Kabupaten Demak,2025,10.87,10.702685714285716,10.106860955693328,11.416266666666653,0.763139044306671,-0.5462666666666536,0.763139044306671,0.5462666666666536
3322,Kabupaten Semarang,2025,6.3,10.702685714285716,9.613674193961955,8.839100000000007,-3.3136741939619556,-2.5391000000000075,3.3136741939619556,2.5391000000000075
3323,Kabupaten Temanggung,2025,7.78,10.702685714285716,11.344804169458898,10.044284619001086,-3.564804169458898,-2.264284619001086,3.564804169458898,2.264284619001086
3324,Kabupaten Kendal,2025,8.4,10.702685714285716,10.601125502373721,9.004966666666673,-2.2011255023737206,-0.6049666666666731,2.2011255023737206,0.6049666666666731
3325,Kabupaten Batang,2025,7.79,10.702685714285716,11.273757646172308,11.210927020202027,-3.4837576461723083,-3.4209270202020265,3.4837576461723083,3.4209270202020265
3326,Kabupaten Pekalongan,2025,8.05,10.702685714285716,11.962550985952921,10.569093571428564,-3.9125509859529206,-2.519093571428563,3.9125509859529206,2.519093571428563
3327,Kabupaten Pemalang,2025,13.32,10.702685714285716,12.28689901928525,14.878733333333363,1.0331009807147495,-1.5587333333333628,1.0331009807147495,1.5587333333333628
3328,Kabupaten Tegal,2025,6.16,10.702685714285716,11.297325645146987,9.668066385281346,-5.137325645146987,-3.508066385281346,5.137325645146987,3.508066385281346
3329,Kabupaten Brebes,2025,14.15,10.702685714285716,11.867241945028809,13.156655555555513,2.2827580549711914,0.993344444444487,2.2827580549711914,0.993344444444487
3371,Kota Magelang,2025,5.68,10.702685714285716,5.694627631759671,7.425466666666685,-0.014627631759671189,-1.745466666666685,0.014627631759671189,1.745466666666685
3372,Kota Surakarta,2025,7.69,10.702685714285716,4.944687164052582,7.459833333333327,2.745312835947418,0.23016666666667351,2.745312835947418,0.23016666666667351
3373,Kota Salatiga,2025,4.2,10.702685714285716,4.4368585726514995,4.648333333333338,-0.23685857265149934,-0.4483333333333377,0.23685857265149934,0.4483333333333377
3374,Kota Semarang,2025,3.8,10.702685714285716,4.394264769761745,4.265699999999994,-0.5942647697617449,-0.4656999999999938,0.5942647697617449,0.4656999999999938
3375,Kota Pekalongan,2025,6.14,10.702685714285716,8.828736633774966,7.48673333333334,-2.6887366337749663,-1.34673333333334,2.6887366337749663,1.34673333333334
3376,Kota Tegal,2025,7.28,10.702685714285716,8.623543057259798,8.206666666666667,-1.3435430572597982,-0.9266666666666667,1.3435430572597982,0.9266666666666667
